"experiences_offered","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_has_profile_pic","host_identity_verified","neighbourhood_cleansed","is_location_exact","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","price","weekly_price","monthly_price","security_deposit","cleaning_fee","guests_included","extra_people","minimum_nights","maximum_nights","availability_30","availability_60","availability_90","availability_365","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","requires_license","instant_bookable","cancellation_policy","require_guest_profile_picture","require_guest_phone_verification","calculated_host_listings_count","reviews_per_month"
"none","within an hour",1,1,"f","t","f","Back Bay","t","Other","Private room",2,"1","1",1,"Real Bed",218,1000,3500,100,100,1,0,5,1125,0,0,0,0,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","f","strict","f","f",1,1.97090844821492
"none","within a few hours",0.94,0.91,"f","t","t","Back Bay","f","Apartment","Shared room",2,"1","1",1,"Real Bed",84,1000,3500,100,100,1,16,2,1125,0,5,21,21,10,100,10,10,10,10,10,10,"f","f","flexible","f","f",1,10
"none","within a few hours",1,0.83,"f","t","t","Back Bay","t","Apartment","Entire home/apt",3,"1","1",1,"Real Bed",259,1000,3500,200,50,2,0,2,1125,1,1,1,21,33,97,10,10,10,10,10,10,"f","f","flexible","f","f",1,1.48
"none","within a few hours",1,0.91,"f","t","t","Back Bay","t","Apartment","Entire home/apt",2,"1","0",1,"Real Bed",148,1000,3500,100,225,1,0,7,1125,0,12,42,317,3,87,8,9,9,9,10,9,"f","f","strict","f","f",50,0.28
"none","within a few hours",1,0.95,"f","t","f","Back Bay","t","Apartment","Entire home/apt",3,"1","0",2,"Real Bed",130,1000,3500,100,50,2,15,2,180,5,20,43,318,15,92,10,10,10,10,10,9,"f","f","strict","f","f",3,5.42
"none","within a few hours",1,1,"f","t","t","Back Bay","t","Apartment","Entire home/apt",4,"1","2",2,"Real Bed",300,1000,3500,150,75,4,25,2,4,3,4,13,274,33,94,10,9,10,10,10,9,"f","f","moderate","f","f",1,1.33
"none","within an hour",1,0.8,"f","t","t","Back Bay","t","Apartment","Entire home/apt",2,"1","1",1,"Real Bed",250,1900,5000,100,100,1,0,7,12,0,0,0,6,2,80,10,6,10,10,10,10,"f","f","strict","f","f",2,0.08
"none","within a few hours",0.96,0.68,"f","t","t","Back Bay","t","Apartment","Entire home/apt",5,"1.5","2",3,"Real Bed",363,2450,8070,100,100,1,0,3,1125,23,53,83,141,14,87,9,9,9,9,10,9,"f","f","moderate","f","t",61,0.46
"none","within a few hours",0.96,0.68,"f","t","t","Back Bay","t","Apartment","Entire home/apt",3,"1","1",2,"Real Bed",267,1000,6450,100,100,1,0,14,1125,27,57,83,331,2,100,9,10,10,9,10,9,"f","f","moderate","f","t",61,0.09
"none","within a day",0.96,0.95,"f","t","f","Back Bay","t","Apartment","Entire home/apt",2,"1","0",1,"Real Bed",119,1000,3500,100,15,1,0,2,29,10,26,38,191,80,83,9,8,9,8,10,8,"f","f","strict","f","f",4,3.05
"none","within an hour",1,0.93,"t","t","t","Back Bay","f","Apartment","Private room",2,"1.5","1",1,"Real Bed",140,1000,3500,200,50,1,0,2,5,1,4,22,22,35,99,10,10,10,10,10,10,"f","f","moderate","f","f",1,2.71
"none","within an hour",1,1,"f","t","t","Back Bay","t","Apartment","Entire home/apt",4,"1","1",1,"Real Bed",176,1000,3500,500,75,1,20,4,14,5,18,44,319,9,91,10,9,10,10,10,9,"f","t","flexible","f","f",1,3.33
"none","within a day",1,0.75,"f","t","t","Back Bay","t","Apartment","Entire home/apt",4,"1","0",1,"Real Bed",200,1297,3500,100,50,2,50,1,30,30,60,90,365,40,88,9,9,9,10,10,8,"f","f","flexible","f","f",1,2.5
"none","within an hour",1,0.5,"f","t","f","Back Bay","t","Apartment","Entire home/apt",3,"1","1",1,"Real Bed",550,1000,3500,500,100,3,150,1,1125,29,59,89,89,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","f","flexible","f","f",1,1.97090844821492
"none","within an hour",1,1,"f","t","f","Back Bay","t","Apartment","Entire home/apt",4,"1","1",1,"Real Bed",150,1000,3500,100,100,1,0,1,1125,0,0,0,0,2,90,10,9,10,10,10,10,"f","f","flexible","f","f",1,0.08
"none","within a few hours",0.91,0.94,"f","t","f","Back Bay","t","Apartment","Entire home/apt",6,"1.5","3",3,"Real Bed",379,1000,3500,100,100,1,0,2,1125,0,5,13,140,14,90,9,10,9,10,10,10,"f","f","strict","f","f",11,2.15
"none","within an hour",1,1,"f","t","t","Back Bay","f","Apartment","Private room",2,"1","1",1,"Real Bed",300,1000,3500,100,35,1,0,1,1125,0,0,0,248,1,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","f","flexible","f","f",2,0.12
"none","within an hour",1,1,"f","t","f","Back Bay","t","Condominium","Private room",2,"1","1",1,"Real Bed",130,1000,3500,199,42,1,0,3,1125,0,16,23,23,3,100,9,10,10,10,10,10,"f","t","strict","f","f",2,3
"none","within an hour",1,1,"f","t","t","Back Bay","f","Apartment","Entire home/apt",4,"1","1",2,"Real Bed",256,1000,3500,100,65,1,0,2,1125,13,35,62,314,5,96,10,10,9,10,10,10,"f","t","super_strict_30","f","f",5,3.06
"none","within an hour",1,1,"f","t","t","Back Bay","f","Apartment","Entire home/apt",5,"1","1",3,"Real Bed",296,1000,3500,100,65,1,0,2,1125,11,34,64,325,4,100,10,10,10,10,10,10,"f","t","super_strict_30","f","f",5,2.45
"none","within a few hours",0.96,0.68,"f","t","t","Back Bay","t","Apartment","Entire home/apt",5,"1.5","2",3,"Real Bed",363,1000,8070,100,100,1,0,3,1125,24,54,84,142,22,91,9,9,9,9,10,9,"f","f","moderate","f","t",61,0.73
"none","within an hour",1,1,"f","t","f","Back Bay","t","Apartment","Entire home/apt",2,"1","1",1,"Real Bed",600,1000,3500,250,100,1,0,1,1125,0,0,0,0,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","f","flexible","f","f",1,1.97090844821492
"none","within an hour",1,1,"f","t","t","Back Bay","t","Apartment","Entire home/apt",4,"1","1",1,"Real Bed",225,1000,3500,100,30,1,0,2,1125,6,24,54,329,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","f","moderate","f","f",1,1.97090844821492
"none","within an hour",1,1,"f","t","t","Back Bay","f","Apartment","Entire home/apt",7,"1","3",3,"Real Bed",450,1000,3500,100,85,1,0,1,1125,0,0,0,0,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","f","flexible","f","f",2,1.97090844821492
"none","within a few hours",1,0.91,"f","t","t","Back Bay","t","Apartment","Entire home/apt",2,"1","0",1,"Real Bed",160,1000,3500,100,225,1,0,7,1125,2,10,40,315,7,97,9,9,9,9,10,9,"f","f","strict","f","f",50,0.72
"none","within a few hours",1,0.86,"f","t","f","Back Bay","t","Apartment","Entire home/apt",4,"1","2",2,"Real Bed",350,2500,3500,100,100,1,0,4,1125,11,28,54,329,27,89,9,10,9,9,10,9,"f","f","flexible","f","f",1,1.63
"none","within a few hours",0.96,0.68,"f","t","t","Back Bay","t","Apartment","Entire home/apt",3,"1","1",2,"Real Bed",298,1000,6270,100,100,1,0,3,1125,4,5,5,5,6,90,9,9,8,9,10,9,"f","f","moderate","f","t",61,0.21
"none","within an hour",0.99,0.81,"f","t","t","Back Bay","f","Apartment","Entire home/apt",8,"1","2",3,"Real Bed",200,1000,3500,99,60,4,50,1,1125,10,36,66,341,19,91,9,10,9,10,10,9,"f","f","strict","f","f",24,4.91
"none","within a day",0.78,0.67,"f","t","f","Back Bay","t","Apartment","Entire home/apt",5,"1","2",3,"Real Bed",286,1000,3500,100,100,4,50,1,1125,9,25,55,330,1,100,10,10,10,10,10,10,"f","f","flexible","f","f",1,1
"none","within a day",1,1,"f","t","t","Back Bay","f","Apartment","Shared room",1,"1","1",1,"Airbed",74,1000,3500,100,100,1,0,2,1125,10,40,70,345,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","f","flexible","f","f",2,1.97090844821492
"none","within a few hours",0.89,0.45,"f","t","t","Back Bay","t","Apartment","Entire home/apt",4,"1","2",2,"Real Bed",356,1000,12401,100,100,1,0,2,120,24,50,75,350,20,91,9,9,9,9,10,8,"f","f","super_strict_30","f","t",79,0.36
"none","within a day",0.7,0.93,"f","t","t","Back Bay","t","Apartment","Entire home/apt",2,"1","0",1,"Real Bed",130,750,2600,1000,150,1,0,60,365,30,60,87,335,4,95,10,10,10,9,10,10,"f","f","strict","f","f",7,0.23
"none","within an hour",1,1,"f","t","t","Back Bay","t","Apartment","Entire home/apt",4,"1","1",1,"Real Bed",250,1000,3000,200,10,2,0,1,1125,0,0,0,0,3,100,10,8,10,10,10,10,"f","f","strict","f","f",1,0.16
"none","within an hour",1,0.99,"t","t","t","Back Bay","t","Apartment","Entire home/apt",3,"1","1",1,"Real Bed",200,1000,3500,450,80,1,0,3,45,7,37,67,342,19,99,10,10,10,10,10,10,"f","t","strict","f","f",15,3.75
"none","within a day",0.77,0.33,"f","t","f","Back Bay","t","Apartment","Entire home/apt",2,"1","0",1,"Real Bed",129,1000,3500,100,100,1,0,2,1125,27,55,82,347,10,92,10,10,10,10,10,9,"f","f","strict","f","f",14,1.31
"none","within a day",0.77,0.33,"f","t","f","Back Bay","t","Apartment","Entire home/apt",6,"1","2",2,"Real Bed",349,1000,3500,100,100,1,0,2,1125,28,58,69,340,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","f","strict","f","f",14,1.97090844821492
"none","within an hour",1,1,"f","t","t","Back Bay","t","Apartment","Entire home/apt",4,"1","2",2,"Real Bed",500,1000,3500,250,150,1,0,2,1125,0,0,0,0,14,100,10,10,10,10,10,9,"f","f","strict","f","f",1,0.58
"none","within an hour",1,1,"f","t","t","Back Bay","t","Apartment","Entire home/apt",3,"1","1",1,"Real Bed",248,1000,3500,100,50,2,25,2,1125,0,28,58,120,50,93,10,9,10,10,10,10,"f","f","strict","f","f",1,2.83
"none","within an hour",1,0.88,"f","t","t","Back Bay","t","Apartment","Private room",2,"1","1",1,"Real Bed",97,1000,3500,100,25,1,25,1,1125,0,0,1,1,8,95,10,10,10,10,10,10,"f","f","flexible","f","f",2,4.71
"none","within an hour",1,0.86,"f","t","t","Back Bay","t","Apartment","Entire home/apt",4,"1","0",1,"Real Bed",210,1000,3500,100,100,2,50,1,1125,0,13,43,314,93,95,10,10,10,10,10,9,"f","f","strict","f","f",1,7.58
"none","within a day",0.77,0.33,"f","t","f","Back Bay","t","Apartment","Entire home/apt",4,"1","1",1,"Real Bed",249,1000,3500,100,100,1,0,2,1125,26,56,86,357,4,85,10,10,10,10,10,9,"f","f","strict","f","f",14,0.83
"none","within an hour",1,1,"f","t","t","Back Bay","t","Apartment","Private room",1,"1","1",1,"Real Bed",69,1000,3500,100,100,1,0,1,1125,0,0,0,0,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","f","flexible","f","f",1,1.97090844821492
"none","within an hour",1,1,"f","t","f","Back Bay","t","Condominium","Private room",2,"1","1",1,"Real Bed",130,1000,3500,199,42,1,0,3,1125,3,16,18,18,4,95,10,10,10,10,10,10,"f","t","strict","f","f",2,4
"none","within a few hours",0.97,0.81,"f","t","t","Back Bay","t","Apartment","Entire home/apt",2,"1","1",1,"Real Bed",270,1000,3500,100,50,1,5,2,1125,2,24,54,329,7,89,9,10,9,8,10,9,"f","f","strict","f","f",17,0.29
"none","within an hour",1,0.88,"t","t","t","Back Bay","f","Condominium","Entire home/apt",4,"1","2",2,"Real Bed",450,1000,3500,500,80,1,0,2,90,17,45,75,165,6,100,10,10,10,10,10,10,"f","f","moderate","f","f",2,3.67
"none","within a day",0.7,0.93,"f","t","t","Back Bay","t","Apartment","Entire home/apt",2,"1","0",1,"Real Bed",130,995,2800,1250,150,1,0,2,365,0,0,0,180,1,100,10,10,10,10,10,10,"f","f","strict","f","f",7,0.27
"none","within a few hours",0.97,0.81,"f","t","t","East Boston","t","Apartment","Entire home/apt",2,"1","0",1,"Real Bed",207,1000,3500,100,50,1,5,2,1125,0,0,25,115,4,95,10,10,9,9,9,10,"f","f","moderate","f","f",17,0.7
"none","within an hour",0.92,1,"f","t","f","East Boston","t","Boat","Entire home/apt",6,"1.5","2",5,"Real Bed",200,1500,4000,100,139,2,25,2,1125,24,54,84,359,32,79,8,8,9,9,7,8,"f","t","strict","f","f",4,0.82
"none","within an hour",1,0.99,"f","t","f","East Boston","f","Apartment","Private room",2,"1","1",1,"Real Bed",65,1000,3500,100,100,1,0,1,1125,4,33,55,325,153,91,9,9,9,9,9,9,"f","f","moderate","f","f",3,14.34
"none","within a day",0.94,0.69,"f","t","f","East Boston","t","Apartment","Entire home/apt",4,"2","2",2,"Real Bed",225,1400,3600,100,80,4,20,3,365,29,59,89,364,13,100,10,10,10,10,9,9,"f","f","super_strict_30","f","f",1,0.18
"none","within a few hours",1,0.94,"f","t","f","East Boston","f","Apartment","Private room",1,"1","1",1,"Real Bed",48,290,850,100,30,1,10,5,180,21,51,81,356,4,65,7,5,7,8,9,7,"f","f","moderate","f","f",3,0.35
"none","within an hour",1,1,"f","t","t","East Boston","f","Apartment","Private room",1,"1","1",1,"Real Bed",65,1000,3500,100,100,1,0,1,1125,0,0,0,0,29,97,10,10,10,10,10,10,"f","f","moderate","f","f",1,15.54
"none","within a few hours",1,0.94,"f","t","f","East Boston","t","Apartment","Private room",1,"1","1",1,"Real Bed",48,1000,3500,100,50,1,0,10,1125,5,35,65,340,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","f","flexible","f","f",3,1.97090844821492
"none","within an hour",1,0.98,"t","t","t","East Boston","f","Apartment","Private room",2,"1","1",1,"Real Bed",119,1000,3500,100,20,0,0,1,1125,6,17,39,67,67,98,10,10,10,10,10,10,"f","f","flexible","f","f",2,4.06
"none","within a few hours",1,1,"t","t","t","East Boston","t","House","Private room",2,"1","1",1,"Real Bed",75,1000,3500,100,15,1,0,2,1125,0,9,36,36,124,97,10,10,10,10,9,10,"f","f","moderate","f","f",1,7.52
"none","within a few hours",1,0.64,"f","t","t","East Boston","t","Apartment","Private room",2,"1","1",1,"Real Bed",150,1000,3500,100,100,1,0,1,1125,25,55,85,360,31,85,9,9,9,9,9,9,"f","f","moderate","f","f",1,1.97
"none","within an hour",1,0.97,"f","t","t","East Boston","t","House","Private room",2,"1","1",1,"Real Bed",95,575,2500,100,100,1,0,1,1125,5,30,60,335,226,89,9,9,9,9,9,9,"f","f","strict","f","f",4,5.62
"none","within an hour",1,1,"f","t","f","East Boston","t","Townhouse","Private room",4,"1","1",2,"Real Bed",90,1000,3500,100,100,2,20,1,1125,20,43,73,163,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","f","flexible","f","f",1,1.97090844821492
"none","within an hour",1,1,"f","t","t","East Boston","t","Condominium","Entire home/apt",8,"2","3",4,"Real Bed",210,1000,6000,300,125,5,25,3,30,10,31,61,320,27,94,9,9,10,10,9,10,"f","t","moderate","f","f",1,4.71
"none","within a few hours",1,0.33,"f","t","t","East Boston","f","House","Private room",1,"1","1",1,"Real Bed",95,525,1800,500,30,1,50,3,1125,11,41,71,346,11,91,10,10,10,10,9,9,"f","f","strict","f","f",1,0.65
"none","within an hour",1,0.99,"f","t","t","East Boston","t","Apartment","Entire home/apt",4,"1","2",2,"Real Bed",99,1000,3500,100,99,1,0,2,1125,18,48,78,348,74,81,8,8,9,9,8,8,"f","t","strict","f","f",8,2.47
"none","within a day",1,0.25,"t","t","t","East Boston","t","Apartment","Shared room",2,"1","1",1,"Futon",50,1000,3500,100,7,1,0,1,2,12,30,60,60,9,100,10,10,10,10,10,10,"f","f","flexible","f","f",1,0.72
"none","within an hour",1,1,"f","t","t","East Boston","f","Apartment","Private room",1,"1","1",1,"Real Bed",115,1000,3500,250,20,1,0,1,3,12,19,25,28,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","f","flexible","f","f",1,1.97090844821492
"none","within an hour",1,1,"f","t","t","East Boston","t","Apartment","Private room",2,"1","1",1,"Real Bed",70,1000,3500,100,20,1,0,1,1125,0,0,0,158,4,75,9,9,9,10,9,9,"f","f","flexible","f","f",4,0.37
"none","within an hour",1,0.97,"f","t","t","East Boston","t","House","Private room",2,"1","1",1,"Futon",95,550,2300,100,100,1,0,1,1125,7,37,67,342,215,86,9,9,9,9,8,9,"f","f","strict","f","f",4,5.35
"none","within an hour",1,1,"f","t","t","East Boston","t","House","Private room",2,"1","1",1,"Real Bed",99,1000,3500,100,100,1,0,1,1125,20,46,46,46,24,88,10,10,10,10,9,9,"f","t","strict","f","f",11,15
"none","within an hour",1,0.97,"f","t","t","East Boston","t","House","Private room",2,"1","1",1,"Real Bed",77,525,2200,100,100,1,15,1,1125,23,53,83,358,226,86,9,9,9,9,9,9,"f","f","strict","f","f",4,5.64
"none","within an hour",0.96,1,"f","t","t","East Boston","t","Apartment","Entire home/apt",5,"1","2",2,"Real Bed",119,600,3500,300,75,2,30,2,1125,4,20,50,325,4,85,9,9,9,10,8,9,"f","t","strict","f","f",2,2.31
"none","within an hour",1,1,"f","t","t","East Boston","t","Apartment","Shared room",2,"1","1",1,"Futon",56,321,1134,100,100,1,20,1,1125,2,23,43,310,115,95,10,9,10,10,9,10,"f","f","flexible","f","f",1,7.99
"none","within a few hours",1,0.89,"f","t","t","East Boston","t","Condominium","Private room",2,"1","1",1,"Real Bed",89,1000,3500,100,10,1,10,1,1125,0,4,34,34,4,95,10,10,10,10,9,9,"f","f","moderate","t","t",2,2.14
"none","within an hour",1,1,"f","t","f","East Boston","t","Apartment","Entire home/apt",4,"1","2",2,"Real Bed",129,1000,3500,300,75,2,30,2,1125,0,16,46,321,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","f","strict","f","f",1,1.97090844821492
"none","within an hour",1,1,"f","t","t","East Boston","t","Apartment","Private room",2,"1","1",2,"Real Bed",65,1000,3500,100,15,1,0,1,100,2,7,26,298,15,97,10,10,10,10,10,10,"f","f","moderate","f","f",1,8.49
"none","within an hour",1,0.98,"f","t","t","East Boston","t","Apartment","Private room",1,"1","1",1,"Futon",65,1000,3500,100,10,1,0,1,1125,20,43,73,348,35,87,9,10,10,10,9,9,"f","f","strict","f","f",3,9.05
"none","within an hour",1,0.85,"f","t","f","East Boston","t","Apartment","Private room",2,"1","1",1,"Real Bed",85,1000,3500,100,25,1,0,1,1125,0,0,0,248,4,100,9,9,10,10,10,10,"f","f","moderate","f","f",2,1.79
"none","within a few hours",1,0.63,"f","t","t","East Boston","t","Apartment","Entire home/apt",4,"1","2",2,"Real Bed",215,1000,3500,100,100,4,15,1,1125,0,4,13,264,11,98,10,10,10,10,9,10,"f","f","moderate","f","f",1,1.99
"none","within an hour",1,0.94,"f","t","t","East Boston","t","Apartment","Entire home/apt",2,"2","1",1,"Futon",60,1000,3500,100,100,1,0,2,1125,19,43,73,73,32,78,8,8,9,9,8,8,"f","f","strict","f","f",7,5.33
"none","within an hour",1,1,"f","t","t","East Boston","t","Condominium","Private room",2,"1","1",1,"Real Bed",128,1000,3500,100,100,1,0,1,1125,29,59,89,179,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","t","flexible","f","f",1,1.97090844821492
"none","within an hour",1,0.94,"f","t","t","East Boston","t","Apartment","Entire home/apt",2,"2","1",1,"Real Bed",60,1000,3500,100,100,1,0,2,1125,9,37,67,67,37,88,9,9,10,10,9,9,"f","f","strict","f","f",7,6
"none","within an hour",1,1,"f","t","t","East Boston","f","Apartment","Entire home/apt",5,"1","2",2,"Real Bed",250,1100,3500,250,95,4,35,1,1125,6,18,47,322,15,94,10,10,10,10,9,10,"f","t","moderate","f","f",3,1.58
"none","within an hour",1,0.98,"t","t","t","East Boston","f","Apartment","Entire home/apt",2,"1","1",1,"Real Bed",129,950,3750,100,60,2,0,1,1125,1,7,11,13,28,96,10,10,10,10,10,10,"f","f","flexible","f","f",2,2.06
"none","within an hour",1,1,"f","t","t","East Boston","t","Condominium","Entire home/apt",3,"1","1",1,"Real Bed",72,1000,3500,100,35,2,0,4,1125,0,0,0,0,0,91.9166666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.64654860860137,9.41404270720232,9.16823444283647,"f","f","moderate","f","f",1,1.97090844821492
"none","within an hour",1,0.99,"f","t","t","East Boston","t","Condominium","Entire home/apt",6,"1","3",3,"Real Bed",99,1000,3500,100,99,4,10,2,1125,5,20,50,325,11,82,9,9,9,9,9,9,"f","t","strict","f","f",8,2.39
"none","within a day",1,1,"f","t","t","East Boston","t","Condominium","Private room",3,"2","1",1,"Real Bed",35,1000,3500,100,15,2,15,1,1125,2,8,35,310,49,88,9,9,9,8,9,9,"f","f","strict","f","f",1,6.77
"none","within an hour",1,1,"f","t","t","East Boston","t","House","Private room",3,"2","1",2,"Real Bed",68,1000,3500,100,20,1,15,1,180,21,21,21,21,49,84,9,9,9,9,9,8,"f","f","strict","f","f",6,1.99
"none","within an hour",1,0.97,"f","t","t","East Boston","t","House","Private room",2,"1","1",1,"Real Bed",95,575,2500,100,100,1,0,1,1125,10,32,62,337,237,86,9,9,9,9,8,9,"f","f","strict","f","f",4,5.88
"none","within an hour",1,0.73,"t","t","t","East Boston","f","Apartment","Entire home/apt",3,"1.5","1",1,"Real Bed",130,625,2205,100,100,3,50,1,1125,0,0,0,0,21,99,10,10,10,10,10,10,"f","f","moderate","f","f",1,1.65
"none","within a few hours",1,0.65,"t","t","t","East Boston","f","Apartment","Entire home/apt",2,"1","1",1,"Real Bed",150,1000,3500,100,100,1,0,1,1125,0,7,22,297,1,100,10,10,10,10,10,10,"f","f","flexible","f","f",2,1
"none","within an hour",1,0.94,"f","t","t","East Boston","t","Apartment","Entire home/apt",2,"2","1",1,"Real Bed",60,1000,3500,100,100,1,0,2,1125,12,39,69,69,38,82,9,9,9,9,9,8,"f","f","strict","f","f",7,6.23
"none","within an hour",1,1,"f","t","f","East Boston","t","Apartment","Entire home/apt",8,"3","4",4,"Real Bed",250,1000,3500,100,15,0,0,2,1125,17,36,36,36,32,79,8,8,9,9,9,9,"f","t","moderate","f","f",2,3.84
"none","within an hour",1,1,"f","t","f","East Boston","t","Apartment","Private room",1,"1","1",1,"Real Bed",75,1000,3500,100,10,1,10,1,60,5,27,56,327,24,98,10,10,10,10,10,10,"f","f","moderate","f","f",1,3.87
"none","within an hour",1,1,"f","t","t","East Boston","t","Apartment","Private room",4,"1","1",4,"Real Bed",70,1000,3500,100,100,1,0,3,7,0,0,0,0,1,100,10,10,10,10,10,10,"f","t","flexible","f","f",1,0.18
